Reg_ID,State,District,Vehicle_Type,Manufacturer,Model,Price,Battery_Capacity,Range_KM,Registration_Date
14105,Uttar Pradesh,District-50,3W,Mahindra,Model-14,205668,53,579,2025-06-27
14106,Karnataka,District-17,2W,Ather,Model-13,128545,48,180,2024-11-20
14107,Delhi,District-43,2W,Ather,Model-3,148584,30,278,2024-08-05
14108,Maharashtra,District-16,4W,Mahindra,Model-4,1829825,24,162,2024-07-03
14109,Gujarat,District-42,2W,Ola Electric,Model-19,102187,38,488,2025-12-07
14110,Tamil Nadu,District-16,3W,Piaggio,Model-20,233248,10,483,2023-10-19
14111,Gujarat,District-48,4W,Mahindra,Model-19,985390,11,45,2023-07-12
14112,Kerala,District-3,4W,MG,Model-17,1733162,59,54,2023-11-22
14113,Maharashtra,District-13,3W,Kinetic,Model-4,221409,43,516,2025-04-17
14114,Maharashtra,District-20,2W,Bajaj,Model-19,171512,56,421,2024-11-11
14115,Rajasthan,District-5,2W,Ather,Model-16,176589,43,154,2023-07-10
14116,Gujarat,District-4,2W,Ather,Model-3,144852,17,109,2023-12-16
14117,Maharashtra,District-17,2W,Ola Electric,Model-2,164875,4,234,2023-08-17
14118,Gujarat,District-13,2W,Ola Electric,Model-18,170508,17,285,2023-02-16
14119,Maharashtra,District-16,4W,MG,Model-5,1247353,19,588,2023-08-20
14120,Karnataka,District-44,2W,Ather,Model-16,139108,41,313,2025-05-12
14121,Karnataka,District-29,2W,TVS,Model-6,134586,6,357,2025-11-18
14122,Karnataka,District-31,3W,Kinetic,Model-8,239206,55,297,2025-12-20
14123,Uttar Pradesh,District-38,2W,TVS,Model-11,111125,9,295,2024-06-01
14124,Tamil Nadu,District-7,4W,Hyundai,Model-18,1990609,40,277,2025-05-07
14125,Delhi,District-50,2W,Ola Electric,Model-3,112097,31,500,2025-12-19
14126,Gujarat,District-46,2W,Bajaj,Model-15,129256,24,349,2023-03-19
14127,Delhi,District-11,Cargo,Euler,Model-1,251684,39,122,2023-02-02
14128,Maharashtra,District-37,2W,Ola Electric,Model-17,100307,56,69,2025-07-11
14129,Karnataka,District-34,3W,Piaggio,Model-3,292929,52,118,2024-03-09
14130,Karnataka,District-20,2W,Ather,Model-15,141432,60,60,2023-10-11
14131,Karnataka,District-5,2W,TVS,Model-10,150653,59,423,2025-07-05
14132,Tamil Nadu,District-33,2W,Ather,Model-19,116044,48,259,2024-10-17
14133,Maharashtra,District-2,Cargo,Tata Ace EV,Model-10,379356,44,478,2023-09-17
14134,Maharashtra,District-38,2W,TVS,Model-8,144292,29,248,2025-07-16
14135,Kerala,District-14,2W,Bajaj,Model-16,102922,50,342,2024-10-29
14136,Karnataka,District-45,2W,TVS,Model-19,124169,14,590,2023-12-20
14137,Karnataka,District-19,4W,Mahindra,Model-19,1525328,2,202,2023-02-09
14138,Delhi,District-42,2W,Bajaj,Model-11,102249,43,541,2025-05-17
14139,Uttar Pradesh,District-14,2W,Bajaj,Model-12,135145,12,328,2024-12-09
14140,Delhi,District-6,4W,Hyundai,Model-3,1546164,17,294,2025-02-12
14141,Maharashtra,District-43,2W,Ola Electric,Model-17,122140,35,109,2023-01-22
14142,Maharashtra,District-46,2W,Ola Electric,Model-12,116188,27,294,2024-11-01
14143,Maharashtra,District-25,2W,TVS,Model-12,129169,43,61,2024-03-06
14144,Karnataka,District-8,4W,Hyundai,Model-16,1775360,12,472,2023-01-30
14145,Maharashtra,District-23,3W,Kinetic,Model-12,305862,49,443,2024-05-12
14146,Uttar Pradesh,District-49,2W,Ather,Model-17,163370,54,244,2024-10-20
14147,Maharashtra,District-18,2W,TVS,Model-20,119265,55,269,2024-06-01
14148,Karnataka,District-36,2W,Ola Electric,Model-12,113622,26,466,2025-12-10
14149,Karnataka,District-49,2W,TVS,Model-19,141372,20,283,2025-06-06
14150,Maharashtra,District-15,2W,Bajaj,Model-2,152925,25,376,2025-11-10
14151,Maharashtra,District-20,2W,Bajaj,Model-6,163679,2,108,2024-01-30
14152,Maharashtra,District-25,Bus,Ashok Leyland,Model-13,7720225,16,589,2024-07-23
14153,Delhi,District-33,2W,Ather,Model-12,171964,21,333,2025-02-27
14154,Delhi,District-49,2W,TVS,Model-14,91560,52,112,2023-03-04
14155,Gujarat,District-40,Bus,Tata Motors,Model-10,3413682,2,384,2024-01-09
14156,Delhi,District-35,3W,Kinetic,Model-1,344045,41,425,2024-10-23
14157,Gujarat,District-23,4W,MG,Model-8,1127322,28,353,2025-03-22
14158,Karnataka,District-40,2W,TVS,Model-16,161770,22,422,2025-08-02
14159,Karnataka,District-38,4W,Hyundai,Model-17,1495876,54,101,2024-04-07
14160,Maharashtra,District-47,2W,Ather,Model-2,166876,34,272,2023-05-02
14161,Maharashtra,District-7,2W,Bajaj,Model-9,114146,4,189,2023-03-28
14162,Maharashtra,District-44,2W,Ola Electric,Model-6,154624,54,152,2024-02-02
14163,Karnataka,District-42,2W,Bajaj,Model-10,174859,3,448,2023-04-13
14164,Maharashtra,District-21,2W,Ather,Model-6,144518,2,591,2023-11-03
14165,Telangana,District-47,2W,Ather,Model-15,106834,55,556,2025-12-09
14166,Delhi,District-44,2W,Ather,Model-11,123468,3,218,2024-04-05
14167,Rajasthan,District-48,2W,TVS,Model-10,168906,29,114,2023-11-27
14168,Kerala,District-5,2W,TVS,Model-14,106265,44,571,2023-01-17
14169,Tamil Nadu,District-41,2W,Ather,Model-19,98056,54,501,2025-06-09
14170,Karnataka,District-3,4W,Hyundai,Model-2,1762510,24,134,2024-07-18
14171,Telangana,District-35,2W,TVS,Model-9,166743,12,599,2023-08-06
14172,Delhi,District-48,3W,Piaggio,Model-20,240750,10,84,2025-12-11
14173,Maharashtra,District-47,2W,Bajaj,Model-16,133133,22,430,2024-02-12
14174,Gujarat,District-27,2W,Bajaj,Model-3,105405,28,183,2024-05-23
14175,Delhi,District-35,2W,Ather,Model-12,96838,54,133,2024-12-15
14176,Gujarat,District-1,3W,Piaggio,Model-1,347448,9,338,2024-11-18
14177,Gujarat,District-25,3W,Piaggio,Model-6,246530,58,418,2024-03-12
14178,Karnataka,District-22,4W,MG,Model-7,1598853,56,55,2025-08-19
14179,Maharashtra,District-48,2W,Ola Electric,Model-14,169906,46,469,2025-01-22
14180,Rajasthan,District-28,2W,TVS,Model-6,125870,31,191,2025-01-16
14181,Maharashtra,District-1,4W,MG,Model-14,1980162,52,355,2024-07-23
14182,Tamil Nadu,District-3,2W,TVS,Model-8,171356,38,311,2024-03-28
14183,Karnataka,District-39,4W,Mahindra,Model-15,1667778,53,284,2023-11-25
14184,Delhi,District-28,4W,MG,Model-2,1726415,24,589,2024-10-05
14185,Uttar Pradesh,District-20,4W,Mahindra,Model-15,1959439,37,251,2025-08-19
14186,Kerala,District-15,3W,Mahindra,Model-2,204340,11,189,2024-01-10
14187,Maharashtra,District-38,2W,Ola Electric,Model-17,110981,49,327,2024-09-03
14188,Tamil Nadu,District-42,3W,Mahindra,Model-8,336295,10,383,2023-06-19
14189,Kerala,District-2,2W,Ola Electric,Model-6,168399,26,128,2023-12-08
14190,Gujarat,District-27,2W,Bajaj,Model-6,139536,29,390,2023-03-21
14191,Telangana,District-41,2W,Ather,Model-12,150986,48,290,2024-03-07
14192,Maharashtra,District-2,2W,Bajaj,Model-12,134350,28,106,2023-07-13
14193,Kerala,District-2,3W,Kinetic,Model-9,269372,26,449,2025-02-27
14194,Maharashtra,District-12,2W,TVS,Model-3,119005,26,347,2023-08-14
14195,Karnataka,District-30,Bus,Tata Motors,Model-19,6824899,13,468,2024-12-31
14196,Tamil Nadu,District-34,2W,Ather,Model-12,154259,55,104,2024-12-23
14197,Karnataka,District-20,2W,Bajaj,Model-1,117883,3,582,2025-12-01
14198,Delhi,District-37,Bus,Ashok Leyland,Model-4,5614050,34,443,2023-09-20
14199,Maharashtra,District-35,2W,Ola Electric,Model-10,160778,49,195,2025-05-25
14200,Gujarat,District-33,2W,Ola Electric,Model-5,108679,44,236,2025-09-25
14201,Kerala,District-31,3W,Mahindra,Model-11,211258,13,226,2023-04-06
14202,Kerala,District-7,Cargo,Euler,Model-4,345292,14,453,2023-03-08
14203,Gujarat,District-6,2W,Bajaj,Model-3,168665,45,269,2025-12-21
14204,Maharashtra,District-2,2W,Bajaj,Model-2,125621,22,408,2023-08-15
14205,Maharashtra,District-34,2W,Ola Electric,Model-15,132650,55,134,2025-11-02
14206,Delhi,District-15,2W,Ola Electric,Model-10,102928,23,328,2024-09-07
14207,Maharashtra,District-26,2W,Bajaj,Model-18,161341,5,293,2023-05-23
14208,Haryana,District-23,3W,Kinetic,Model-2,275640,19,82,2024-07-16
14209,Maharashtra,District-16,2W,Bajaj,Model-11,132537,18,301,2024-03-04
14210,Kerala,District-29,4W,MG,Model-4,981980,44,414,2025-01-26
14211,Tamil Nadu,District-3,2W,TVS,Model-15,128858,24,100,2025-01-19
14212,Tamil Nadu,District-17,3W,Kinetic,Model-15,289343,34,460,2023-07-05
14213,Maharashtra,District-40,4W,Tata,Model-1,853918,9,543,2024-01-04
14214,Delhi,District-13,2W,Bajaj,Model-16,134021,58,271,2023-05-21
14215,Gujarat,District-50,2W,TVS,Model-9,164368,22,485,2025-05-05
14216,Tamil Nadu,District-26,2W,Ather,Model-5,105779,16,115,2024-11-06
14217,Delhi,District-35,3W,Mahindra,Model-6,296886,3,87,2024-03-27
14218,Maharashtra,District-49,2W,Ola Electric,Model-9,131200,3,372,2025-02-28
14219,Delhi,District-10,Bus,Ashok Leyland,Model-2,5343457,58,234,2023-06-08
14220,Karnataka,District-5,2W,Ola Electric,Model-20,97708,48,464,2024-10-31
14221,Delhi,District-30,2W,Bajaj,Model-12,91268,6,451,2023-07-19
14222,Maharashtra,District-9,2W,Ola Electric,Model-10,96152,21,310,2024-03-30
14223,Maharashtra,District-5,4W,Tata,Model-14,1142046,20,230,2024-07-22
14224,Gujarat,District-21,2W,TVS,Model-8,114203,40,62,2023-08-13
14225,Karnataka,District-3,2W,Ola Electric,Model-19,142306,49,251,2024-09-18
14226,Maharashtra,District-33,2W,Ather,Model-20,134716,42,309,2024-11-08
14227,Kerala,District-43,2W,Ather,Model-7,123911,13,585,2024-11-30
14228,Telangana,District-11,3W,Kinetic,Model-19,302203,42,40,2025-09-12
14229,Rajasthan,District-38,4W,Hyundai,Model-7,824816,32,440,2025-09-26
14230,Maharashtra,District-9,Bus,Tata Motors,Model-10,8235173,35,481,2025-04-28
14231,Delhi,District-12,2W,Bajaj,Model-10,130099,15,511,2024-06-25
14232,Karnataka,District-2,2W,Ola Electric,Model-11,156142,9,441,2025-05-03
14233,Maharashtra,District-21,4W,MG,Model-6,829151,40,436,2024-04-22
14234,Uttar Pradesh,District-37,3W,Kinetic,Model-3,343706,10,104,2025-01-05
14235,Tamil Nadu,District-3,2W,Bajaj,Model-19,106430,12,243,2024-08-10
14236,Rajasthan,District-26,2W,Ather,Model-15,138694,17,52,2024-10-06
14237,Karnataka,District-7,2W,Ather,Model-3,127790,39,277,2024-08-01
14238,Maharashtra,District-23,2W,TVS,Model-17,170228,20,177,2024-06-15
14239,Tamil Nadu,District-26,2W,Ather,Model-11,148724,50,590,2024-08-16
14240,Delhi,District-45,2W,Bajaj,Model-11,156145,19,461,2025-04-20
14241,Delhi,District-38,4W,MG,Model-1,1543114,8,525,2025-03-19
14242,Gujarat,District-33,4W,MG,Model-19,1237010,17,294,2025-08-30
14243,Tamil Nadu,District-23,4W,MG,Model-5,1236787,57,430,2023-05-19
14244,Tamil Nadu,District-32,4W,Tata,Model-10,1500158,6,457,2023-10-09
14245,Karnataka,District-38,2W,TVS,Model-1,168056,51,404,2023-08-30
14246,Maharashtra,District-37,2W,Ola Electric,Model-16,177438,19,170,2023-08-25
14247,Karnataka,District-42,2W,Ather,Model-11,172368,44,471,2023-10-29
14248,Tamil Nadu,District-45,2W,Ola Electric,Model-9,103320,38,206,2023-02-27
14249,Maharashtra,District-23,3W,Mahindra,Model-3,324448,59,302,2025-05-16
14250,Maharashtra,District-24,3W,Piaggio,Model-1,326830,4,558,2024-05-29
14251,Maharashtra,District-7,2W,TVS,Model-6,125181,5,130,2025-11-21
14252,Karnataka,District-3,2W,Ather,Model-13,129063,53,105,2024-02-02
14253,Maharashtra,District-47,2W,TVS,Model-14,160105,29,181,2023-10-09
14254,Tamil Nadu,District-19,3W,Mahindra,Model-15,269779,6,508,2025-02-04
14255,Karnataka,District-35,3W,Mahindra,Model-6,274937,58,145,2023-10-12
14256,Uttar Pradesh,District-30,Bus,Tata Motors,Model-7,6423186,18,220,2025-04-14
14257,Maharashtra,District-4,2W,Bajaj,Model-12,159790,7,175,2025-05-27
14258,Karnataka,District-22,2W,Bajaj,Model-6,149015,39,176,2024-02-14
14259,Haryana,District-34,2W,Ather,Model-16,94930,45,287,2023-04-07
14260,Karnataka,District-45,2W,Ather,Model-12,106516,46,97,2023-03-28
14261,Telangana,District-34,2W,Ather,Model-2,157535,2,134,2025-08-07
14262,Tamil Nadu,District-16,2W,TVS,Model-11,108695,48,388,2023-03-02
14263,Gujarat,District-40,2W,Ola Electric,Model-5,95769,29,520,2025-12-26
14264,Maharashtra,District-19,2W,Ather,Model-4,135281,11,108,2025-07-07
14265,Karnataka,District-12,Bus,Ashok Leyland,Model-18,8076632,33,357,2025-01-28
14266,Kerala,District-7,2W,Ola Electric,Model-19,138944,40,361,2023-05-03
14267,Delhi,District-18,2W,Ather,Model-20,175284,12,128,2025-05-07
14268,Maharashtra,District-30,3W,Mahindra,Model-19,284675,40,441,2023-07-09
14269,Maharashtra,District-49,2W,Ola Electric,Model-8,133641,37,270,2024-12-12
14270,Karnataka,District-46,Bus,Ashok Leyland,Model-19,7665874,17,187,2025-01-04
14271,Uttar Pradesh,District-33,4W,Tata,Model-2,828430,19,247,2025-05-11
14272,Karnataka,District-2,2W,Bajaj,Model-9,99507,44,270,2024-12-29
14273,Maharashtra,District-20,4W,MG,Model-15,1352245,26,407,2023-04-29
14274,Maharashtra,District-46,2W,Ather,Model-14,91003,11,117,2024-06-25
14275,Gujarat,District-30,3W,Piaggio,Model-10,316065,60,421,2023-09-30
14276,Gujarat,District-6,2W,TVS,Model-3,139031,42,287,2024-03-08
14277,Kerala,District-5,Bus,Ashok Leyland,Model-15,7876436,52,272,2025-12-23
14278,Delhi,District-19,2W,TVS,Model-7,142907,24,286,2023-05-04
14279,Karnataka,District-23,3W,Piaggio,Model-10,231531,17,508,2024-08-02
14280,Karnataka,District-40,2W,Ather,Model-6,143895,45,78,2024-03-27
14281,Karnataka,District-26,Cargo,Tata Ace EV,Model-1,396551,52,131,2024-05-13
14282,Karnataka,District-32,2W,Ola Electric,Model-5,91519,2,111,2023-08-18
14283,Tamil Nadu,District-11,2W,Bajaj,Model-15,135439,43,373,2025-06-17
14284,Karnataka,District-18,Cargo,Tata Ace EV,Model-10,252933,25,162,2023-12-20
14285,Delhi,District-32,2W,Ather,Model-9,176062,32,397,2024-07-18
14286,Tamil Nadu,District-28,2W,Ather,Model-19,137255,40,360,2023-11-12
14287,Maharashtra,District-1,2W,Bajaj,Model-6,110667,51,425,2025-10-25
14288,Karnataka,District-7,2W,TVS,Model-9,119491,56,178,2025-03-09
14289,Kerala,District-12,2W,Ather,Model-13,146393,4,87,2024-02-01
14290,Maharashtra,District-31,2W,TVS,Model-16,138697,56,158,2024-08-30
14291,Karnataka,District-41,3W,Kinetic,Model-10,301153,46,101,2024-03-09
14292,Gujarat,District-9,2W,TVS,Model-9,102154,23,575,2024-02-01
14293,Karnataka,District-41,2W,TVS,Model-4,146016,19,65,2025-10-01
14294,Maharashtra,District-10,2W,Ather,Model-9,152765,24,171,2023-02-21
14295,Delhi,District-25,2W,Ather,Model-3,129903,50,575,2024-05-13
14296,Kerala,District-6,4W,Tata,Model-13,838882,25,442,2023-06-21
14297,Maharashtra,District-2,Bus,Tata Motors,Model-3,4864059,58,576,2024-02-14
14298,Tamil Nadu,District-43,Bus,Tata Motors,Model-18,7009800,58,202,2025-08-01
14299,Uttar Pradesh,District-2,2W,Bajaj,Model-12,156447,7,573,2023-11-11
14300,Karnataka,District-42,2W,Bajaj,Model-20,154370,3,541,2023-11-24
14301,Maharashtra,District-43,3W,Piaggio,Model-8,342128,16,457,2023-03-12
14302,Kerala,District-17,3W,Piaggio,Model-18,248196,50,105,2025-02-11
14303,Maharashtra,District-39,2W,Ather,Model-17,123662,11,364,2024-04-04
14304,Karnataka,District-22,2W,Bajaj,Model-20,131158,36,494,2023-04-01
14305,Delhi,District-17,3W,Mahindra,Model-2,202295,46,476,2025-02-10
14306,Delhi,District-40,2W,Ather,Model-15,117486,33,169,2023-02-21
14307,Delhi,District-26,2W,TVS,Model-13,112285,13,450,2024-02-19
14308,Maharashtra,District-42,3W,Piaggio,Model-5,347548,59,112,2023-05-14
14309,Delhi,District-31,2W,Ather,Model-2,160519,24,319,2025-04-08
14310,Maharashtra,District-3,2W,TVS,Model-5,91150,15,109,2023-04-02
14311,Karnataka,District-25,4W,MG,Model-2,1774823,40,563,2023-05-07
14312,Maharashtra,District-6,2W,TVS,Model-11,121546,26,295,2025-07-27
14313,Maharashtra,District-28,2W,Ola Electric,Model-1,177461,34,159,2025-11-26
14314,Karnataka,District-37,2W,Ather,Model-20,146183,36,486,2025-11-30
14315,Maharashtra,District-10,4W,MG,Model-8,1393488,30,340,2025-11-05
14316,Gujarat,District-3,Cargo,Euler,Model-3,430094,38,140,2025-05-13
14317,Maharashtra,District-21,2W,Ola Electric,Model-14,107758,38,401,2025-04-25
14318,Maharashtra,District-28,2W,Ather,Model-14,145845,18,159,2024-08-27
14319,Maharashtra,District-4,2W,TVS,Model-19,96641,7,570,2023-06-08
14320,Uttar Pradesh,District-9,4W,Mahindra,Model-9,1814087,29,318,2025-08-22
14321,Maharashtra,District-32,2W,Bajaj,Model-18,91663,22,335,2025-05-19
14322,Uttar Pradesh,District-23,Bus,Ashok Leyland,Model-9,7126279,4,176,2025-01-11
14323,Rajasthan,District-37,2W,Bajaj,Model-12,174140,52,126,2023-08-05
14324,Tamil Nadu,District-50,4W,Tata,Model-11,1095874,53,575,2023-10-21
14325,Karnataka,District-50,3W,Piaggio,Model-4,215638,32,504,2024-05-16
14326,Maharashtra,District-9,Bus,Ashok Leyland,Model-20,8026420,20,366,2025-07-04
14327,Gujarat,District-43,2W,TVS,Model-18,157659,49,458,2023-05-26
14328,Tamil Nadu,District-11,4W,Tata,Model-7,1367282,22,136,2025-05-14
14329,Gujarat,District-32,3W,Piaggio,Model-16,246233,30,402,2025-06-01
14330,Karnataka,District-22,2W,Ola Electric,Model-14,93657,34,489,2025-02-10
14331,Uttar Pradesh,District-50,2W,Ather,Model-15,92503,52,529,2024-01-02
14332,Gujarat,District-15,3W,Piaggio,Model-13,216577,12,580,2023-02-06
14333,Karnataka,District-18,3W,Piaggio,Model-5,263882,44,170,2025-08-09
14334,Kerala,District-12,4W,Hyundai,Model-17,1737030,52,503,2023-03-21
14335,Delhi,District-40,2W,TVS,Model-18,94552,51,299,2023-12-22
14336,Maharashtra,District-19,3W,Kinetic,Model-11,300008,9,255,2025-08-04
14337,Delhi,District-7,3W,Mahindra,Model-11,258539,42,125,2025-05-05
14338,Haryana,District-28,2W,TVS,Model-10,130011,33,65,2025-12-16
14339,Karnataka,District-32,2W,TVS,Model-10,153009,14,150,2023-10-22
14340,Haryana,District-41,3W,Mahindra,Model-8,200202,26,149,2024-10-29
14341,Maharashtra,District-3,2W,Bajaj,Model-16,166379,16,145,2024-03-23
14342,Maharashtra,District-7,2W,Ather,Model-2,117751,47,290,2023-12-16
14343,Uttar Pradesh,District-38,2W,Bajaj,Model-17,132289,19,289,2024-06-14
14344,Maharashtra,District-3,3W,Kinetic,Model-14,207364,51,434,2025-09-03
14345,Maharashtra,District-36,2W,Ola Electric,Model-4,102044,44,534,2024-11-19
14346,Delhi,District-21,2W,Ather,Model-19,153177,2,94,2024-03-09
14347,Uttar Pradesh,District-47,2W,TVS,Model-5,132111,16,220,2024-12-24
14348,Karnataka,District-25,2W,TVS,Model-13,155364,36,348,2024-07-29
14349,Gujarat,District-33,3W,Kinetic,Model-18,209794,19,547,2025-05-27
14350,Uttar Pradesh,District-35,4W,Tata,Model-8,833245,30,337,2023-09-14
14351,Kerala,District-11,2W,Ola Electric,Model-1,123883,3,415,2025-03-04
14352,Maharashtra,District-6,2W,TVS,Model-5,117798,33,69,2024-09-24
14353,Karnataka,District-12,Cargo,Tata Ace EV,Model-18,403929,50,205,2024-06-07
14354,Maharashtra,District-26,3W,Kinetic,Model-11,289040,59,407,2023-03-30
14355,Karnataka,District-13,2W,Ola Electric,Model-6,172181,11,545,2024-06-26
14356,Gujarat,District-27,3W,Mahindra,Model-11,319500,2,71,2024-02-25
14357,Maharashtra,District-30,3W,Piaggio,Model-16,239791,34,505,2025-02-04
14358,Karnataka,District-49,2W,Bajaj,Model-11,132197,8,153,2023-02-26
14359,Tamil Nadu,District-38,4W,MG,Model-4,860418,13,489,2025-10-22
14360,Karnataka,District-4,2W,TVS,Model-1,171827,10,90,2024-04-30
14361,Delhi,District-5,2W,Ola Electric,Model-11,118804,44,480,2023-11-22
14362,Delhi,District-24,2W,Ather,Model-8,99680,57,432,2025-05-30
14363,Gujarat,District-12,3W,Piaggio,Model-11,222033,56,430,2024-05-23
14364,Kerala,District-28,2W,Bajaj,Model-6,160952,38,373,2023-12-28
14365,Uttar Pradesh,District-18,3W,Kinetic,Model-6,265434,33,76,2023-09-17
14366,Karnataka,District-42,2W,Ather,Model-1,164766,13,104,2023-04-20
14367,Maharashtra,District-31,4W,Hyundai,Model-11,1394894,23,82,2024-01-30
14368,Maharashtra,District-25,3W,Mahindra,Model-16,312950,49,173,2023-12-21
14369,Kerala,District-48,2W,Ather,Model-11,130425,20,297,2025-08-03
14370,Delhi,District-9,2W,Bajaj,Model-17,175677,20,515,2023-08-16
14371,Karnataka,District-36,3W,Mahindra,Model-17,220468,41,350,2023-08-13
14372,Uttar Pradesh,District-9,2W,Bajaj,Model-8,169751,58,315,2023-06-18
14373,Delhi,District-10,Cargo,Euler,Model-20,263343,28,199,2023-05-08
14374,Delhi,District-31,2W,Bajaj,Model-6,162561,45,341,2023-06-29
14375,Gujarat,District-49,2W,TVS,Model-13,178724,56,110,2024-02-19
14376,Haryana,District-3,3W,Mahindra,Model-2,248018,39,465,2023-06-05
14377,Kerala,District-43,3W,Piaggio,Model-1,332201,19,489,2024-05-03
14378,Delhi,District-13,2W,Bajaj,Model-14,115303,59,404,2023-05-27
14379,Maharashtra,District-1,2W,Bajaj,Model-14,156120,9,323,2024-12-26
14380,Delhi,District-35,4W,Tata,Model-8,1842151,30,315,2025-04-25
14381,Karnataka,District-30,2W,Ather,Model-18,98591,40,188,2023-10-30
14382,Maharashtra,District-1,2W,Ather,Model-9,127586,47,370,2025-08-14
14383,Maharashtra,District-31,2W,Ola Electric,Model-3,100075,40,237,2025-06-25
14384,Maharashtra,District-27,2W,Ola Electric,Model-16,105462,60,189,2023-04-09
14385,Delhi,District-18,2W,TVS,Model-17,158090,12,209,2023-11-18
14386,Tamil Nadu,District-40,3W,Kinetic,Model-1,313264,49,147,2024-09-29
14387,Karnataka,District-2,2W,TVS,Model-18,161453,42,345,2024-10-26
14388,Tamil Nadu,District-41,2W,Bajaj,Model-13,102831,11,117,2024-07-07
14389,Karnataka,District-22,2W,TVS,Model-2,105182,47,71,2024-10-25
14390,Maharashtra,District-42,4W,Tata,Model-5,1125326,17,378,2025-04-12
14391,Telangana,District-43,2W,Ola Electric,Model-12,141643,44,556,2023-04-05
14392,Maharashtra,District-50,2W,Ola Electric,Model-4,119854,56,537,2024-07-08
14393,Karnataka,District-24,4W,Hyundai,Model-10,1863122,43,105,2025-01-12
14394,Delhi,District-47,Cargo,Tata Ace EV,Model-10,375074,27,170,2023-12-13
14395,Kerala,District-40,2W,TVS,Model-5,151533,26,311,2025-07-10
14396,Tamil Nadu,District-5,2W,TVS,Model-6,169776,36,556,2023-03-20
